stn_name,rain_code,rain_days_num,rain_max_code,rain_max_val,rain_ttl,year,month
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2020,4
MASSADA                                           ,0,7,0,23.5,40.7,2020,4
NEWE UR                                           ,0,6,5,50.0,74.0,2020,4
SEDE ELIYYAHU                                     ,0,4,0,22.9,44.2,2020,4
HAZEVA                                            ,0,2,0,0.1,0.2,2020,4
PARAN                                             ,0,2,0,2.7,3.2,2020,4
YOTVATA                                           ,0,0,0,0.0,0.0,2020,4
NEWE ATIV                                         ,0,7,0,46.1,96.3,2020,4
YONATAN                                           ,0,7,5,20.0,42.5,2020,4
AVNE ETAN                                         ,0,7,0,25.6,44.5,2020,4
MEROM GOLAN PICMAN                                ,0,8,0,32.4,58.0,2020,4
REGAVIM                                           ,0,4,0,13.5,17.8,2020,5
KEFAR HAROE                                       ,0,3,0,12.2,13.2,2020,5
ENAT                                              ,0,1,0,6.4,6.4,2020,5
NES ZIYYONA                                       ,0,2,0,4.0,4.2,2020,5
NIZZAN                                            ,0,1,0,6.3,6.3,2020,5
NAHAL OZ                                          ,0,1,0,1.7,1.7,2020,5
BE'ERI                                            ,0,1,0,6.1,6.1,2020,5
KISSUFIM                                          ,0,1,0,2.1,2.1,2020,5
NIRIM                                             ,0,1,0,1.5,1.5,2020,5
HAMADYA                                           ,0,5,0,4.4,8.1,2020,5
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2020,5
MASSADA                                           ,0,5,0,10.8,17.0,2020,5
NEWE UR                                           ,0,5,0,9.5,14.5,2020,5
SEDE ELIYYAHU                                     ,0,4,0,3.6,8.8,2020,5
HAZEVA                                            ,0,0,0,0.0,0.0,2020,5
PARAN                                             ,0,0,0,0.0,0.0,2020,5
YOTVATA                                           ,0,0,0,0.0,0.0,2020,5
NEWE ATIV                                         ,0,7,5,32.4,47.1,2020,5
YONATAN                                           ,0,5,0,16.3,33.7,2020,5
AVNE ETAN                                         ,0,5,0,14.2,29.8,2020,5
MEROM GOLAN PICMAN                                ,0,4,0,21.4,49.5,2020,5
NIZZAN                                            ,0,0,0,0.0,0.0,2020,6
BE'ERI                                            ,0,0,0,0.0,0.0,2020,6
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2020,6
MASSADA                                           ,0,0,0,0.0,0.0,2020,6
SEDE ELIYYAHU                                     ,0,0,0,0.0,0.0,2020,6
HAZEVA                                            ,0,0,0,0.0,0.0,2020,6
PARAN                                             ,0,0,0,0.0,0.0,2020,6
YOTVATA                                           ,0,0,0,0.0,0.0,2020,6
AVNE ETAN                                         ,0,0,0,0.0,0.0,2020,6
MEROM GOLAN PICMAN                                ,0,0,0,0.0,0.0,2020,6
NIZZAN                                            ,0,0,0,0.0,0.0,2020,7
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2020,7
MASSADA                                           ,0,0,0,0.0,0.0,2020,7
SEDE ELIYYAHU                                     ,0,0,0,0.0,0.0,2020,7
HAZEVA                                            ,0,0,0,0.0,0.0,2020,7
PARAN                                             ,0,0,0,0.0,0.0,2020,7
YOTVATA                                           ,0,0,0,0.0,0.0,2020,7
AVNE ETAN                                         ,0,0,0,0.0,0.0,2020,7
MEROM GOLAN PICMAN                                ,0,0,0,0.0,0.0,2020,7
REGAVIM                                           ,0,0,0,0.0,0.0,2020,8
ENAT                                              ,0,0,0,0.0,0.0,2020,8
NIZZAN                                            ,0,0,0,0.0,0.0,2020,8
NAHAL OZ                                          ,0,0,0,0.0,0.0,2020,8
BE'ERI                                            ,0,0,0,0.0,0.0,2020,8
KISSUFIM                                          ,0,0,0,0.0,0.0,2020,8
NIRIM                                             ,0,0,0,0.0,0.0,2020,8
HAMADYA                                           ,0,0,0,0.0,0.0,2020,8
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2020,8
MASSADA                                           ,0,0,0,0.0,0.0,2020,8
NEWE UR                                           ,0,0,0,0.0,0.0,2020,8
SEDE ELIYYAHU                                     ,0,0,0,0.0,0.0,2020,8
HAZEVA                                            ,0,0,0,0.0,0.0,2020,8
PARAN                                             ,0,0,0,0.0,0.0,2020,8
YOTVATA                                           ,0,0,0,0.0,0.0,2020,8
NEWE ATIV                                         ,0,0,0,0.0,0.0,2020,8
YONATAN                                           ,0,0,0,0.0,0.0,2020,8
AVNE ETAN                                         ,0,0,0,0.0,0.0,2020,8
MEROM GOLAN PICMAN                                ,0,1,0,0.1,0.1,2020,8
REGAVIM                                           ,0,0,0,0.0,0.0,2020,9
KEFAR HAROE                                       ,0,0,0,0.0,0.0,2020,9
ENAT                                              ,0,0,0,0.0,0.0,2020,9
NES ZIYYONA                                       ,0,0,0,0.0,0.0,2020,9
NIZZAN                                            ,0,0,0,0.0,0.0,2020,9
NAHAL OZ                                          ,0,0,0,0.0,0.0,2020,9
BE'ERI                                            ,0,0,0,0.0,0.0,2020,9
KISSUFIM                                          ,0,0,0,0.0,0.0,2020,9
NIRIM                                             ,0,0,0,0.0,0.0,2020,9
HAMADYA                                           ,0,0,0,0.0,0.0,2020,9
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2020,9
MASSADA                                           ,0,0,0,0.0,0.0,2020,9
NEWE UR                                           ,0,0,0,0.0,0.0,2020,9
SEDE ELIYYAHU                                     ,0,1,0,0.6,0.6,2020,9
HAZEVA                                            ,0,0,0,0.0,0.0,2020,9
PARAN                                             ,0,0,0,0.0,0.0,2020,9
YOTVATA                                           ,0,0,0,0.0,0.0,2020,9
NEWE ATIV                                         ,0,0,0,0.0,0.0,2020,9
YONATAN                                           ,0,0,0,0.0,0.0,2020,9
AVNE ETAN                                         ,0,0,0,0.0,0.0,2020,9
MEROM GOLAN PICMAN                                ,0,0,0,0.0,0.0,2020,9
REGAVIM                                           ,0,0,0,0.0,0.0,2020,10
KEFAR HAROE                                       ,0,0,0,0.0,0.0,2020,10
ENAT                                              ,0,0,0,0.0,0.0,2020,10
NES ZIYYONA                                       ,0,0,0,0.0,0.0,2020,10
NIZZAN                                            ,0,0,0,0.0,0.0,2020,10
NAHAL OZ                                          ,0,0,0,0.0,0.0,2020,10
BE'ERI                                            ,0,0,0,0.0,0.0,2020,10
KISSUFIM                                          ,0,0,0,0.0,0.0,2020,10
NIRIM                                             ,0,0,0,0.0,0.0,2020,10
HAMADYA                                           ,0,0,0,0.0,0.0,2020,10
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2020,10
MASSADA                                           ,0,0,0,0.0,0.0,2020,10
NEWE UR                                           ,0,0,0,0.0,0.0,2020,10
SEDE ELIYYAHU                                     ,0,0,0,0.0,0.0,2020,10
HAZEVA                                            ,0,0,0,0.0,0.0,2020,10
PARAN                                             ,0,1,0,1.4,1.4,2020,10
YOTVATA                                           ,0,0,0,0.0,0.0,2020,10
NEWE ATIV                                         ,0,0,0,0.0,0.0,2020,10
YONATAN                                           ,0,0,0,0.0,0.0,2020,10
AVNE ETAN                                         ,0,0,0,0.0,0.0,2020,10
MEROM GOLAN PICMAN                                ,0,0,0,0.0,0.0,2020,10
REGAVIM                                           ,0,11,0,69.4,204.9,2020,11
KEFAR HAROE                                       ,0,12,5,68.0,221.5,2020,11
ENAT                                              ,0,11,0,95.5,248.8,2020,11
NES ZIYYONA                                       ,0,11,5,91.0,251.0,2020,11
NIZZAN                                            ,0,14,0,62.8,151.0,2020,11
NAHAL OZ                                          ,0,9,0,26.4,101.8,2020,11
BE'ERI                                            ,0,9,0,14.7,49.5,2020,11
KISSUFIM                                          ,0,9,0,26.4,56.0,2020,11
NIRIM                                             ,0,7,0,20.5,32.8,2020,11
HAMADYA                                           ,0,10,0,14.3,45.3,2020,11
NE'OT SMADAR                                      ,7,1,7,0.1,0.1,2020,11
MASSADA                                           ,0,10,0,20.7,76.3,2020,11
NEWE UR                                           ,0,10,0,21.0,62.0,2020,11
SEDE ELIYYAHU                                     ,0,9,0,11.0,40.8,2020,11
HAZEVA                                            ,0,2,0,5.0,5.1,2020,11
PARAN                                             ,0,2,0,0.7,0.8,2020,11
YOTVATA                                           ,0,2,0,2.9,3.1,2020,11
NEWE ATIV                                         ,0,11,0,78.3,173.9,2020,11
YONATAN                                           ,0,11,0,51.0,146.6,2020,11
AVNE ETAN                                         ,0,10,0,33.7,119.1,2020,11
MEROM GOLAN PICMAN                                ,0,12,0,66.6,163.1,2020,11
REGAVIM                                           ,0,11,0,64.2,161.6,2020,12
KEFAR HAROE                                       ,0,8,5,88.0,156.2,2020,12
ENAT                                              ,0,10,0,25.3,89.7,2020,12
NES ZIYYONA                                       ,0,9,0,27.0,82.7,2020,12
NIZZAN                                            ,0,8,0,52.4,109.8,2020,12
NAHAL OZ                                          ,0,5,5,47.8,59.7,2020,12
BE'ERI                                            ,0,3,5,26.0,36.8,2020,12
KISSUFIM                                          ,0,3,5,30.4,50.5,2020,12
NIRIM                                             ,0,4,0,34.8,47.5,2020,12
HAMADYA                                           ,0,7,0,40.7,78.2,2020,12
NE'OT SMADAR                                      ,0,2,0,4.3,5.2,2020,12
MASSADA                                           ,0,8,0,43.5,73.2,2020,12
NEWE UR                                           ,0,6,0,47.0,83.5,2020,12
SEDE ELIYYAHU                                     ,0,6,0,28.0,61.8,2020,12
HAZEVA                                            ,0,2,0,5.2,8.0,2020,12
PARAN                                             ,0,2,0,1.3,1.4,2020,12
YOTVATA                                           ,0,1,0,1.7,1.7,2020,12
NEWE ATIV                                         ,0,9,5,70.0,168.6,2020,12
YONATAN                                           ,0,9,0,44.5,104.1,2020,12
AVNE ETAN                                         ,0,8,0,48.1,100.3,2020,12
MEROM GOLAN PICMAN                                ,0,10,0,31.6,97.6,2020,12
REGAVIM                                           ,0,11,0,46.3,169.4,2021,1
KEFAR HAROE                                       ,0,11,5,33.0,143.2,2021,1
ENAT                                              ,0,11,0,30.3,119.6,2021,1
NES ZIYYONA                                       ,0,11,0,46.0,116.5,2021,1
NIZZAN                                            ,0,10,0,23.9,88.6,2021,1
NAHAL OZ                                          ,0,9,5,36.0,67.4,2021,1
BE'ERI                                            ,0,9,0,34.9,62.8,2021,1
KISSUFIM                                          ,0,6,5,22.3,57.7,2021,1
NIRIM                                             ,0,5,0,33.0,61.4,2021,1
HAMADYA                                           ,0,11,0,22.4,84.6,2021,1
NE'OT SMADAR                                      ,0,1,0,1.0,1.0,2021,1
MASSADA                                           ,0,11,0,24.6,86.5,2021,1
NEWE UR                                           ,0,11,0,23.5,95.5,2021,1
SEDE ELIYYAHU                                     ,0,11,0,21.5,77.2,2021,1
HAZEVA                                            ,0,0,0,0.0,0.0,2021,1
PARAN                                             ,0,0,0,0.0,0.0,2021,1
YOTVATA                                           ,0,2,0,0.5,0.8,2021,1
NEWE ATIV                                         ,0,12,0,73.0,299.5,2021,1
YONATAN                                           ,0,12,0,53.0,184.1,2021,1
AVNE ETAN                                         ,0,12,0,38.6,124.6,2021,1
MEROM GOLAN PICMAN                                ,0,12,0,69.5,224.7,2021,1
REGAVIM                                           ,0,7,0,49.4,97.8,2021,2
KEFAR HAROE                                       ,0,7,0,32.3,96.5,2021,2
ENAT                                              ,0,7,0,47.5,144.0,2021,2
NES ZIYYONA                                       ,8,7,7,34.0,119.5,2021,2
NIZZAN                                            ,0,7,0,26.3,94.9,2021,2
NAHAL OZ                                          ,0,6,0,79.8,125.9,2021,2
BE'ERI                                            ,0,8,0,47.2,84.4,2021,2
KISSUFIM                                          ,0,8,0,35.0,78.6,2021,2
NIRIM                                             ,0,8,0,21.2,50.4,2021,2
HAMADYA                                           ,0,5,0,33.4,81.0,2021,2
NE'OT SMADAR                                      ,0,3,0,3.9,5.1,2021,2
MASSADA                                           ,0,7,0,44.1,94.8,2021,2
NEWE UR                                           ,0,5,5,43.0,103.5,2021,2
SEDE ELIYYAHU                                     ,0,6,0,29.3,75.2,2021,2
HAZEVA                                            ,0,4,0,7.9,10.0,2021,2
PARAN                                             ,0,5,0,3.7,5.7,2021,2
YOTVATA                                           ,0,4,0,4.9,6.8,2021,2
NEWE ATIV                                         ,0,6,5,64.0,135.8,2021,2
YONATAN                                           ,0,6,0,56.9,117.1,2021,2
AVNE ETAN                                         ,0,6,0,48.2,109.7,2021,2
MEROM GOLAN PICMAN                                ,7,5,7,55.0,133.4,2021,2
REGAVIM                                           ,8,9,0,17.0,53.6,2021,3
KEFAR HAROE                                       ,0,9,5,7.6,26.3,2021,3
ENAT                                              ,0,8,0,7.1,25.2,2021,3
NES ZIYYONA                                       ,7,7,7,7.0,17.0,2021,3
NIZZAN                                            ,7,9,7,4.3,15.2,2021,3
NAHAL OZ                                          ,0,5,0,20.0,36.6,2021,3
BE'ERI                                            ,0,5,0,18.3,28.1,2021,3
KISSUFIM                                          ,8,5,0,14.2,26.0,2021,3
NIRIM                                             ,0,5,5,7.0,21.4,2021,3
HAMADYA                                           ,0,9,0,5.3,17.9,2021,3
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2021,3
MASSADA                                           ,0,9,0,6.7,22.2,2021,3
NEWE UR                                           ,0,9,0,11.0,29.0,2021,3
SEDE ELIYYAHU                                     ,0,9,0,5.1,13.6,2021,3
HAZEVA                                            ,0,0,0,0.0,0.0,2021,3
PARAN                                             ,0,0,0,0.0,0.0,2021,3
YOTVATA                                           ,0,0,0,0.0,0.0,2021,3
NEWE ATIV                                         ,0,11,0,18.6,73.2,2021,3
YONATAN                                           ,0,10,0,9.1,40.2,2021,3
AVNE ETAN                                         ,0,10,0,6.0,24.8,2021,3
MEROM GOLAN PICMAN                                ,0,13,0,19.8,53.0,2021,3
REGAVIM                                           ,8,3,0,7.4,14.2,2021,4
KEFAR HAROE                                       ,0,3,0,10.3,15.3,2021,4
ENAT                                              ,0,2,0,7.2,7.6,2021,4
NES ZIYYONA                                       ,7,1,7,2.0,2.0,2021,4
NIZZAN                                            ,0,1,0,1.0,1.0,2021,4
NAHAL OZ                                          ,0,0,0,0.0,0.0,2021,4
BE'ERI                                            ,0,0,0,0.0,0.0,2021,4
KISSUFIM                                          ,0,0,0,0.0,0.0,2021,4
NIRIM                                             ,0,0,0,0.0,0.0,2021,4
HAMADYA                                           ,0,2,0,1.4,2.3,2021,4
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2021,4
MASSADA                                           ,0,2,0,3.5,4.2,2021,4
NEWE UR                                           ,0,2,0,3.0,5.5,2021,4
SEDE ELIYYAHU                                     ,0,2,0,2.2,3.2,2021,4
HAZEVA                                            ,0,0,0,0.0,0.0,2021,4
PARAN                                             ,0,0,0,0.0,0.0,2021,4
YOTVATA                                           ,0,0,0,0.0,0.0,2021,4
NEWE ATIV                                         ,0,4,0,15.1,32.9,2021,4
YONATAN                                           ,0,3,0,18.8,22.0,2021,4
AVNE ETAN                                         ,0,2,0,8.0,12.3,2021,4
MEROM GOLAN PICMAN                                ,0,5,0,22.7,38.3,2021,4
REGAVIM                                           ,0,0,0,0.0,0.0,2021,5
KEFAR HAROE                                       ,0,0,0,0.0,0.0,2021,5
ENAT                                              ,0,0,0,0.0,0.0,2021,5
NES ZIYYONA                                       ,0,0,0,0.0,0.0,2021,5
NIZZAN                                            ,0,0,0,0.0,0.0,2021,5
NAHAL OZ                                          ,0,0,0,0.0,0.0,2021,5
BE'ERI                                            ,0,0,0,0.0,0.0,2021,5
KISSUFIM                                          ,0,0,0,0.0,0.0,2021,5
NIRIM                                             ,0,0,0,0.0,0.0,2021,5
HAMADYA                                           ,0,0,0,0.0,0.0,2021,5
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2021,5
MASSADA                                           ,0,0,0,0.0,0.0,2021,5
NEWE UR                                           ,0,0,0,0.0,0.0,2021,5
SEDE ELIYYAHU                                     ,0,0,0,0.0,0.0,2021,5
HAZEVA                                            ,0,0,0,0.0,0.0,2021,5
PARAN                                             ,0,0,0,0.0,0.0,2021,5
YOTVATA                                           ,0,0,0,0.0,0.0,2021,5
NEWE ATIV                                         ,0,0,0,0.0,0.0,2021,5
YONATAN                                           ,0,0,0,0.0,0.0,2021,5
AVNE ETAN                                         ,0,0,0,0.0,0.0,2021,5
MEROM GOLAN PICMAN                                ,0,0,0,0.0,0.0,2021,5
NIZZAN                                            ,0,0,0,0.0,0.0,2021,6
BE'ERI                                            ,0,0,0,0.0,0.0,2021,6
HAMADYA                                           ,0,0,0,0.0,0.0,2021,6
MASSADA                                           ,0,0,0,0.0,0.0,2021,6
SEDE ELIYYAHU                                     ,0,0,0,0.0,0.0,2021,6
HAZEVA                                            ,0,0,0,0.0,0.0,2021,6
PARAN                                             ,0,0,0,0.0,0.0,2021,6
YOTVATA                                           ,0,0,0,0.0,0.0,2021,6
AVNE ETAN                                         ,0,0,0,0.0,0.0,2021,6
MEROM GOLAN PICMAN                                ,0,0,0,0.0,0.0,2021,6
NIZZAN                                            ,0,0,0,0.0,0.0,2021,7
BE'ERI                                            ,0,0,0,0.0,0.0,2021,7
MASSADA                                           ,0,1,0,0.4,0.4,2021,7
SEDE ELIYYAHU                                     ,0,0,0,0.0,0.0,2021,7
HAZEVA                                            ,0,0,0,0.0,0.0,2021,7
PARAN                                             ,0,0,0,0.0,0.0,2021,7
YOTVATA                                           ,0,0,0,0.0,0.0,2021,7
AVNE ETAN                                         ,0,0,0,0.0,0.0,2021,7
MEROM GOLAN PICMAN                                ,0,0,0,0.0,0.0,2021,7
REGAVIM                                           ,0,0,0,0.0,0.0,2021,8
ENAT                                              ,0,0,0,0.0,0.0,2021,8
NES ZIYYONA                                       ,0,0,0,0.0,0.0,2021,8
NIZZAN                                            ,0,0,0,0.0,0.0,2021,8
NAHAL OZ                                          ,0,0,0,0.0,0.0,2021,8
BE'ERI                                            ,0,0,0,0.0,0.0,2021,8
KISSUFIM                                          ,0,0,0,0.0,0.0,2021,8
NIRIM                                             ,0,0,0,0.0,0.0,2021,8
HAMADYA                                           ,0,0,0,0.0,0.0,2021,8
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2021,8
MASSADA                                           ,0,0,0,0.0,0.0,2021,8
SEDE ELIYYAHU                                     ,0,0,0,0.0,0.0,2021,8
HAZEVA                                            ,0,0,0,0.0,0.0,2021,8
PARAN                                             ,0,0,0,0.0,0.0,2021,8
YOTVATA                                           ,0,0,0,0.0,0.0,2021,8
YONATAN                                           ,0,0,0,0.0,0.0,2021,8
AVNE ETAN                                         ,0,0,0,0.0,0.0,2021,8
MEROM GOLAN PICMAN                                ,0,0,0,0.0,0.0,2021,8
REGAVIM                                           ,0,2,0,1.7,2.6,2021,9
KEFAR HAROE                                       ,0,2,5,3.4,4.2,2021,9
ENAT                                              ,0,1,0,0.6,0.6,2021,9
NES ZIYYONA                                       ,7,1,7,1.0,1.0,2021,9
NIZZAN                                            ,0,1,0,7.2,7.2,2021,9
NAHAL OZ                                          ,0,0,0,0.0,0.0,2021,9
BE'ERI                                            ,0,2,0,0.7,1.1,2021,9
KISSUFIM                                          ,7,2,7,1.0,1.5,2021,9
NIRIM                                             ,0,2,0,1.2,2.1,2021,9
HAMADYA                                           ,7,1,7,0.2,0.2,2021,9
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2021,9
MASSADA                                           ,0,0,0,0.0,0.0,2021,9
SEDE ELIYYAHU                                     ,0,1,0,1.1,1.1,2021,9
HAZEVA                                            ,0,1,0,0.8,0.8,2021,9
PARAN                                             ,0,0,0,0.0,0.0,2021,9
YOTVATA                                           ,0,0,0,0.0,0.0,2021,9
YONATAN                                           ,0,0,0,0.0,0.0,2021,9
AVNE ETAN                                         ,0,0,0,0.0,0.0,2021,9
MEROM GOLAN PICMAN                                ,0,1,0,0.1,0.1,2021,9
REGAVIM                                           ,0,4,0,5.6,6.5,2021,10
KEFAR HAROE                                       ,0,3,5,4.5,5.2,2021,10
ENAT                                              ,0,5,0,2.2,4.8,2021,10
NES ZIYYONA                                       ,0,3,0,2.4,2.8,2021,10
NIZZAN                                            ,0,3,0,0.6,1.4,2021,10
NAHAL OZ                                          ,0,1,0,2.5,2.5,2021,10
BE'ERI                                            ,0,2,0,0.5,0.8,2021,10
KISSUFIM                                          ,7,2,7,0.5,0.7,2021,10
NIRIM                                             ,7,1,7,1.0,1.0,2021,10
HAMADYA                                           ,0,2,0,1.5,1.9,2021,10
NE'OT SMADAR                                      ,0,0,0,0.0,0.0,2021,10
MASSADA                                           ,0,4,0,0.8,1.9,2021,10
SEDE ELIYYAHU                                     ,0,3,0,3.3,4.2,2021,10
HAZEVA                                            ,0,1,0,0.1,0.1,2021,10
PARAN                                             ,0,1,0,0.2,0.2,2021,10
YOTVATA                                           ,0,1,0,0.3,0.3,2021,10
YONATAN                                           ,0,4,0,2.7,5.1,2021,10
AVNE ETAN                                         ,0,4,0,2.6,4.6,2021,10
MEROM GOLAN PICMAN                                ,0,7,0,6.2,9.2,2021,10
